assembly_ID,assembly_description,Module A | Part 1: Promoter,Module A | Part 2: RBS,Module A | Part 3 & 4: Tag1and2,Module A | Part 5: CDS,Module A | Part 6: Terminator,Module A | Part 7: LVL1 Destination Vector,inter_stock_ID,assembly_tube,assembly_date
pPREEX72,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|CDS_Eco31I(BBF10K_003292)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM,Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM,CDS_Eco31I(BBF10K_003292)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,A10,2023-06-04
pPREEX73,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|CDS_EcoRI(BBF10K_003281)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM,Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM,CDS_EcoRI(BBF10K_003281)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,B10,2023-06-04
pPREEX74,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|CDS_NotI(BBF10K_003300)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM,Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM,CDS_NotI(BBF10K_003300)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,C10,2023-06-04
pPREEX75,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|CDS_PstI(BBF10K_003283)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM,Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM,CDS_PstI(BBF10K_003283)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,D10,2023-06-04
pPREEX76,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|CDS_SapI(BBF10K_003295)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM,Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM,CDS_SapI(BBF10K_003295)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,E10,2023-06-04
pPREEX77,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|CDS_XbaI(BBF10K_003298)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM,Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM,CDS_XbaI(BBF10K_003298)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,F10,2023-06-04
pPREEX78,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|CDS_Eco31I(BBF10K_003292)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM,Ntag_His_TEVcut(BBF10K_003407_15nM,CDS_Eco31I(BBF10K_003292)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,G10,2023-06-04
pPREEX79,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|CDS_EcoRI(BBF10K_003281)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM,Ntag_His_TEVcut(BBF10K_003407_15nM,CDS_EcoRI(BBF10K_003281)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,H10,2023-06-04
pPREEX80,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|CDS_NotI(BBF10K_003300)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM,Ntag_His_TEVcut(BBF10K_003407_15nM,CDS_NotI(BBF10K_003300)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,A11,2023-06-04
pPREEX81,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|CDS_PstI(BBF10K_003283)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM,Ntag_His_TEVcut(BBF10K_003407_15nM,CDS_PstI(BBF10K_003283)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,B11,2023-06-04
pPREEX82,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|CDS_SapI(BBF10K_003295)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM,Ntag_His_TEVcut(BBF10K_003407_15nM,CDS_SapI(BBF10K_003295)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,C11,2023-06-04
pPREEX83,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|CDS_XbaI(BBF10K_003298)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM,Ntag_His_TEVcut(BBF10K_003407_15nM,CDS_XbaI(BBF10K_003298)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_OmpT(BBF10K_003392)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,D11,2023-06-04
pPREEX84,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|CDS_Eco31I(BBF10K_003292)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM,Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM,CDS_Eco31I(BBF10K_003292)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,E11,2023-06-04
pPREEX85,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|CDS_EcoRI(BBF10K_003281)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM,Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM,CDS_EcoRI(BBF10K_003281)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,F11,2023-06-04
pPREEX86,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|CDS_NotI(BBF10K_003300)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM,Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM,CDS_NotI(BBF10K_003300)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,G11,2023-06-04
pPREEX87,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|CDS_PstI(BBF10K_003283)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM,Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM,CDS_PstI(BBF10K_003283)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,H11,2023-06-04
pPREEX88,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|CDS_SapI(BBF10K_003295)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM,Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM,CDS_SapI(BBF10K_003295)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,A12,2023-06-04
pPREEX89,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|CDS_XbaI(BBF10K_003298)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM,Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM,CDS_XbaI(BBF10K_003298)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag1_R5(BBF10K_003399)_15nM-Ntag2_TEVcut(BBF10K_003418)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,B12,2023-06-04
pPREEX90,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|CDS_Eco31I(BBF10K_003292)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM,Ntag_His_TEVcut(BBF10K_003407_15nM,CDS_Eco31I(BBF10K_003292)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,C12,2023-06-04
pPREEX91,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|CDS_EcoRI(BBF10K_003281)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM,Ntag_His_TEVcut(BBF10K_003407_15nM,CDS_EcoRI(BBF10K_003281)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,D12,2023-06-04
pPREEX92,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|CDS_NotI(BBF10K_003300)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM,Ntag_His_TEVcut(BBF10K_003407_15nM,CDS_NotI(BBF10K_003300)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,E12,2023-06-04
pPREEX93,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|CDS_PstI(BBF10K_003283)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM,Ntag_His_TEVcut(BBF10K_003407_15nM,CDS_PstI(BBF10K_003283)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,F12,2023-06-04
pPREEX94,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|CDS_SapI(BBF10K_003295)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM,Ntag_His_TEVcut(BBF10K_003407_15nM,CDS_SapI(BBF10K_003295)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,G12,2023-06-04
pPREEX95,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|CDS_XbaI(BBF10K_003298)_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM,RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM,Ntag_His_TEVcut(BBF10K_003407_15nM,CDS_XbaI(BBF10K_003298)_15nM,T_TZ(BBF10K_003477)_15nM,DV_pTi_5nM,P_T7_lacO(BBF10K_003379)_15nM|RBS_BT1_BCD2_pelB(BBF10K_003393)_15nM|Ntag_His_TEVcut(BBF10K_003407_15nM|T_TZ(BBF10K_003477)_15nM|DV_pTi_5nM,H12,2023-06-04
