well,cells,host,samples,media,ind_c,abx_c,replicate,ID,media_source,sample_source,destination,prep_date
G6,y,Marionette,PB3,EZRDM,125uM,40ug,2,MarionettePB3|125uM|2,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,G6 of 3 on Temperature Module GEN2 on 3,2023-06-04
H6,y,Marionette,PB3,EZRDM,150um,40ug,0,MarionettePB3|150um|0,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,H6 of 3 on Temperature Module GEN2 on 3,2023-06-04
I6,y,Marionette,PB3,EZRDM,150um,40ug,1,MarionettePB3|150um|1,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,I6 of 3 on Temperature Module GEN2 on 3,2023-06-04
J6,y,Marionette,PB3,EZRDM,150um,40ug,2,MarionettePB3|150um|2,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,J6 of 3 on Temperature Module GEN2 on 3,2023-06-04
K6,y,Marionette,PB4,EZRDM,0uM,40ug,0,MarionettePB4|0uM|0,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,K6 of 3 on Temperature Module GEN2 on 3,2023-06-04
L6,y,Marionette,PB4,EZRDM,0uM,40ug,1,MarionettePB4|0uM|1,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,L6 of 3 on Temperature Module GEN2 on 3,2023-06-04
M6,y,Marionette,PB4,EZRDM,0uM,40ug,2,MarionettePB4|0uM|2,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,M6 of 3 on Temperature Module GEN2 on 3,2023-06-04
N6,y,Marionette,PB4,EZRDM,10uM,40ug,0,MarionettePB4|10uM|0,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,N6 of 3 on Temperature Module GEN2 on 3,2023-06-04
O6,y,Marionette,PB4,EZRDM,10uM,40ug,1,MarionettePB4|10uM|1,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,O6 of 3 on Temperature Module GEN2 on 3,2023-06-04
P6,y,Marionette,PB4,EZRDM,10uM,40ug,2,MarionettePB4|10uM|2,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,P6 of 3 on Temperature Module GEN2 on 3,2023-06-04
A7,y,Marionette,PB4,EZRDM,25uM,40ug,0,MarionettePB4|25uM|0,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,A7 of 3 on Temperature Module GEN2 on 3,2023-06-04
B7,y,Marionette,PB4,EZRDM,25uM,40ug,1,MarionettePB4|25uM|1,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,B7 of 3 on Temperature Module GEN2 on 3,2023-06-04
C7,y,Marionette,PB4,EZRDM,25uM,40ug,2,MarionettePB4|25uM|2,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,C7 of 3 on Temperature Module GEN2 on 3,2023-06-04
D7,y,Marionette,PB4,EZRDM,50uM,40ug,0,MarionettePB4|50uM|0,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,D7 of 3 on Temperature Module GEN2 on 3,2023-06-04
E7,y,Marionette,PB4,EZRDM,50uM,40ug,1,MarionettePB4|50uM|1,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,E7 of 3 on Temperature Module GEN2 on 3,2023-06-04
F7,y,Marionette,PB4,EZRDM,50uM,40ug,2,MarionettePB4|50uM|2,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,F7 of 3 on Temperature Module GEN2 on 3,2023-06-04
G7,y,Marionette,PB4,EZRDM,75uM,40ug,0,MarionettePB4|75uM|0,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,G7 of 3 on Temperature Module GEN2 on 3,2023-06-04
H7,y,Marionette,PB4,EZRDM,75uM,40ug,1,MarionettePB4|75uM|1,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,H7 of 3 on Temperature Module GEN2 on 3,2023-06-04
I7,y,Marionette,PB4,EZRDM,75uM,40ug,2,MarionettePB4|75uM|2,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,I7 of 3 on Temperature Module GEN2 on 3,2023-06-04
J7,y,Marionette,PB4,EZRDM,100uM,40ug,0,MarionettePB4|100uM|0,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,J7 of 3 on Temperature Module GEN2 on 3,2023-06-04
K7,y,Marionette,PB4,EZRDM,100uM,40ug,1,MarionettePB4|100uM|1,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,K7 of 3 on Temperature Module GEN2 on 3,2023-06-04
L7,y,Marionette,PB4,EZRDM,100uM,40ug,2,MarionettePB4|100uM|2,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,L7 of 3 on Temperature Module GEN2 on 3,2023-06-04
M7,y,Marionette,PB4,EZRDM,125uM,40ug,0,MarionettePB4|125uM|0,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,M7 of 3 on Temperature Module GEN2 on 3,2023-06-04
N7,y,Marionette,PB4,EZRDM,125uM,40ug,1,MarionettePB4|125uM|1,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,N7 of 3 on Temperature Module GEN2 on 3,2023-06-04
O7,y,Marionette,PB4,EZRDM,125uM,40ug,2,MarionettePB4|125uM|2,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,O7 of 3 on Temperature Module GEN2 on 3,2023-06-04
P7,y,Marionette,PB4,EZRDM,150um,40ug,0,MarionettePB4|150um|0,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,P7 of 3 on Temperature Module GEN2 on 3,2023-06-04
A8,y,Marionette,PB4,EZRDM,150um,40ug,1,MarionettePB4|150um|1,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,A8 of 3 on Temperature Module GEN2 on 3,2023-06-04
B8,y,Marionette,PB4,EZRDM,150um,40ug,2,MarionettePB4|150um|2,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,B8 of 3 on Temperature Module GEN2 on 3,2023-06-04
C8,y,Marionette,PB5,EZRDM,0uM,40ug,0,MarionettePB5|0uM|0,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,C8 of 3 on Temperature Module GEN2 on 3,2023-06-04
D8,y,Marionette,PB5,EZRDM,0uM,40ug,1,MarionettePB5|0uM|1,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,D8 of 3 on Temperature Module GEN2 on 3,2023-06-04
E8,y,Marionette,PB5,EZRDM,0uM,40ug,2,MarionettePB5|0uM|2,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,E8 of 3 on Temperature Module GEN2 on 3,2023-06-04
F8,y,Marionette,PB5,EZRDM,10uM,40ug,0,MarionettePB5|10uM|0,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,F8 of 3 on Temperature Module GEN2 on 3,2023-06-04
G8,y,Marionette,PB5,EZRDM,10uM,40ug,1,MarionettePB5|10uM|1,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,G8 of 3 on Temperature Module GEN2 on 3,2023-06-04
H8,y,Marionette,PB5,EZRDM,10uM,40ug,2,MarionettePB5|10uM|2,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,H8 of 3 on Temperature Module GEN2 on 3,2023-06-04
I8,y,Marionette,PB5,EZRDM,25uM,40ug,0,MarionettePB5|25uM|0,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,I8 of 3 on Temperature Module GEN2 on 3,2023-06-04
J8,y,Marionette,PB5,EZRDM,25uM,40ug,1,MarionettePB5|25uM|1,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,J8 of 3 on Temperature Module GEN2 on 3,2023-06-04
K8,y,Marionette,PB5,EZRDM,25uM,40ug,2,MarionettePB5|25uM|2,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,K8 of 3 on Temperature Module GEN2 on 3,2023-06-04
L8,y,Marionette,PB5,EZRDM,50uM,40ug,0,MarionettePB5|50uM|0,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,L8 of 3 on Temperature Module GEN2 on 3,2023-06-04
M8,y,Marionette,PB5,EZRDM,50uM,40ug,1,MarionettePB5|50uM|1,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,M8 of 3 on Temperature Module GEN2 on 3,2023-06-04
N8,y,Marionette,PB5,EZRDM,50uM,40ug,2,MarionettePB5|50uM|2,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,N8 of 3 on Temperature Module GEN2 on 3,2023-06-04
O8,y,Marionette,PB5,EZRDM,75uM,40ug,0,MarionettePB5|75uM|0,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,O8 of 3 on Temperature Module GEN2 on 3,2023-06-04
P8,y,Marionette,PB5,EZRDM,75uM,40ug,1,MarionettePB5|75uM|1,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,P8 of 3 on Temperature Module GEN2 on 3,2023-06-04
A9,y,Marionette,PB5,EZRDM,75uM,40ug,2,MarionettePB5|75uM|2,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,A9 of 3 on Temperature Module GEN2 on 3,2023-06-04
B9,y,Marionette,PB5,EZRDM,100uM,40ug,0,MarionettePB5|100uM|0,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,B9 of 3 on Temperature Module GEN2 on 3,2023-06-04
C9,y,Marionette,PB5,EZRDM,100uM,40ug,1,MarionettePB5|100uM|1,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,C9 of 3 on Temperature Module GEN2 on 3,2023-06-04
D9,y,Marionette,PB5,EZRDM,100uM,40ug,2,MarionettePB5|100uM|2,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,D9 of 3 on Temperature Module GEN2 on 3,2023-06-04
E9,y,Marionette,PB5,EZRDM,125uM,40ug,0,MarionettePB5|125uM|0,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,E9 of 3 on Temperature Module GEN2 on 3,2023-06-04
F9,y,Marionette,PB5,EZRDM,125uM,40ug,1,MarionettePB5|125uM|1,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,F9 of 3 on Temperature Module GEN2 on 3,2023-06-04
G9,y,Marionette,PB5,EZRDM,125uM,40ug,2,MarionettePB5|125uM|2,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,G9 of 3 on Temperature Module GEN2 on 3,2023-06-04
H9,y,Marionette,PB5,EZRDM,150um,40ug,0,MarionettePB5|150um|0,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,H9 of 3 on Temperature Module GEN2 on 3,2023-06-04
I9,y,Marionette,PB5,EZRDM,150um,40ug,1,MarionettePB5|150um|1,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,I9 of 3 on Temperature Module GEN2 on 3,2023-06-04
J9,y,Marionette,PB5,EZRDM,150um,40ug,2,MarionettePB5|150um|2,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,G1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,J9 of 3 on Temperature Module GEN2 on 3,2023-06-04
K9,y,Marionette,PB6,EZRDM,0uM,40ug,0,MarionettePB6|0uM|0,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,K9 of 3 on Temperature Module GEN2 on 3,2023-06-04
L9,y,Marionette,PB6,EZRDM,0uM,40ug,1,MarionettePB6|0uM|1,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,L9 of 3 on Temperature Module GEN2 on 3,2023-06-04
M9,y,Marionette,PB6,EZRDM,0uM,40ug,2,MarionettePB6|0uM|2,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,M9 of 3 on Temperature Module GEN2 on 3,2023-06-04
N9,y,Marionette,PB6,EZRDM,10uM,40ug,0,MarionettePB6|10uM|0,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,N9 of 3 on Temperature Module GEN2 on 3,2023-06-04
O9,y,Marionette,PB6,EZRDM,10uM,40ug,1,MarionettePB6|10uM|1,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,O9 of 3 on Temperature Module GEN2 on 3,2023-06-04
P9,y,Marionette,PB6,EZRDM,10uM,40ug,2,MarionettePB6|10uM|2,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,P9 of 3 on Temperature Module GEN2 on 3,2023-06-04
A10,y,Marionette,PB6,EZRDM,25uM,40ug,0,MarionettePB6|25uM|0,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,A10 of 3 on Temperature Module GEN2 on 3,2023-06-04
B10,y,Marionette,PB6,EZRDM,25uM,40ug,1,MarionettePB6|25uM|1,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,B10 of 3 on Temperature Module GEN2 on 3,2023-06-04
C10,y,Marionette,PB6,EZRDM,25uM,40ug,2,MarionettePB6|25uM|2,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,C10 of 3 on Temperature Module GEN2 on 3,2023-06-04
D10,y,Marionette,PB6,EZRDM,50uM,40ug,0,MarionettePB6|50uM|0,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,D10 of 3 on Temperature Module GEN2 on 3,2023-06-04
E10,y,Marionette,PB6,EZRDM,50uM,40ug,1,MarionettePB6|50uM|1,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,E10 of 3 on Temperature Module GEN2 on 3,2023-06-04
F10,y,Marionette,PB6,EZRDM,50uM,40ug,2,MarionettePB6|50uM|2,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,F10 of 3 on Temperature Module GEN2 on 3,2023-06-04
G10,y,Marionette,PB6,EZRDM,75uM,40ug,0,MarionettePB6|75uM|0,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,G10 of 3 on Temperature Module GEN2 on 3,2023-06-04
H10,y,Marionette,PB6,EZRDM,75uM,40ug,1,MarionettePB6|75uM|1,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,H10 of 3 on Temperature Module GEN2 on 3,2023-06-04
I10,y,Marionette,PB6,EZRDM,75uM,40ug,2,MarionettePB6|75uM|2,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,I10 of 3 on Temperature Module GEN2 on 3,2023-06-04
J10,y,Marionette,PB6,EZRDM,100uM,40ug,0,MarionettePB6|100uM|0,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,J10 of 3 on Temperature Module GEN2 on 3,2023-06-04
K10,y,Marionette,PB6,EZRDM,100uM,40ug,1,MarionettePB6|100uM|1,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,K10 of 3 on Temperature Module GEN2 on 3,2023-06-04
L10,y,Marionette,PB6,EZRDM,100uM,40ug,2,MarionettePB6|100uM|2,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,L10 of 3 on Temperature Module GEN2 on 3,2023-06-04
M10,y,Marionette,PB6,EZRDM,125uM,40ug,0,MarionettePB6|125uM|0,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,M10 of 3 on Temperature Module GEN2 on 3,2023-06-04
N10,y,Marionette,PB6,EZRDM,125uM,40ug,1,MarionettePB6|125uM|1,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,N10 of 3 on Temperature Module GEN2 on 3,2023-06-04
O10,y,Marionette,PB6,EZRDM,125uM,40ug,2,MarionettePB6|125uM|2,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,O10 of 3 on Temperature Module GEN2 on 3,2023-06-04
P10,y,Marionette,PB6,EZRDM,150um,40ug,0,MarionettePB6|150um|0,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,P10 of 3 on Temperature Module GEN2 on 3,2023-06-04
A11,y,Marionette,PB6,EZRDM,150um,40ug,1,MarionettePB6|150um|1,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,A11 of 3 on Temperature Module GEN2 on 3,2023-06-04
B11,y,Marionette,PB6,EZRDM,150um,40ug,2,MarionettePB6|150um|2,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,H1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,B11 of 3 on Temperature Module GEN2 on 3,2023-06-04
C11,y,Marionette,PB7,EZRDM,0uM,40ug,0,MarionettePB7|0uM|0,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,C11 of 3 on Temperature Module GEN2 on 3,2023-06-04
D11,y,Marionette,PB7,EZRDM,0uM,40ug,1,MarionettePB7|0uM|1,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,D11 of 3 on Temperature Module GEN2 on 3,2023-06-04
E11,y,Marionette,PB7,EZRDM,0uM,40ug,2,MarionettePB7|0uM|2,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,E11 of 3 on Temperature Module GEN2 on 3,2023-06-04
F11,y,Marionette,PB7,EZRDM,10uM,40ug,0,MarionettePB7|10uM|0,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,F11 of 3 on Temperature Module GEN2 on 3,2023-06-04
G11,y,Marionette,PB7,EZRDM,10uM,40ug,1,MarionettePB7|10uM|1,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,G11 of 3 on Temperature Module GEN2 on 3,2023-06-04
H11,y,Marionette,PB7,EZRDM,10uM,40ug,2,MarionettePB7|10uM|2,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,H11 of 3 on Temperature Module GEN2 on 3,2023-06-04
I11,y,Marionette,PB7,EZRDM,25uM,40ug,0,MarionettePB7|25uM|0,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,I11 of 3 on Temperature Module GEN2 on 3,2023-06-04
J11,y,Marionette,PB7,EZRDM,25uM,40ug,1,MarionettePB7|25uM|1,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,J11 of 3 on Temperature Module GEN2 on 3,2023-06-04
K11,y,Marionette,PB7,EZRDM,25uM,40ug,2,MarionettePB7|25uM|2,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,K11 of 3 on Temperature Module GEN2 on 3,2023-06-04
L11,y,Marionette,PB7,EZRDM,50uM,40ug,0,MarionettePB7|50uM|0,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,L11 of 3 on Temperature Module GEN2 on 3,2023-06-04
M11,y,Marionette,PB7,EZRDM,50uM,40ug,1,MarionettePB7|50uM|1,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,M11 of 3 on Temperature Module GEN2 on 3,2023-06-04
