well,cells,host,samples,media,ind_c,abx_c,replicate,ID,media_source,sample_source,destination,prep_date
N11,y,Marionette,PB7,EZRDM,50uM,40ug,2,MarionettePB7|50uM|2,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,N11 of 3 on Temperature Module GEN2 on 3,2023-06-04
O11,y,Marionette,PB7,EZRDM,75uM,40ug,0,MarionettePB7|75uM|0,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,O11 of 3 on Temperature Module GEN2 on 3,2023-06-04
P11,y,Marionette,PB7,EZRDM,75uM,40ug,1,MarionettePB7|75uM|1,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,P11 of 3 on Temperature Module GEN2 on 3,2023-06-04
A12,y,Marionette,PB7,EZRDM,75uM,40ug,2,MarionettePB7|75uM|2,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,A12 of 3 on Temperature Module GEN2 on 3,2023-06-04
B12,y,Marionette,PB7,EZRDM,100uM,40ug,0,MarionettePB7|100uM|0,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,B12 of 3 on Temperature Module GEN2 on 3,2023-06-04
C12,y,Marionette,PB7,EZRDM,100uM,40ug,1,MarionettePB7|100uM|1,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,C12 of 3 on Temperature Module GEN2 on 3,2023-06-04
D12,y,Marionette,PB7,EZRDM,100uM,40ug,2,MarionettePB7|100uM|2,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,D12 of 3 on Temperature Module GEN2 on 3,2023-06-04
E12,y,Marionette,PB7,EZRDM,125uM,40ug,0,MarionettePB7|125uM|0,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,E12 of 3 on Temperature Module GEN2 on 3,2023-06-04
F12,y,Marionette,PB7,EZRDM,125uM,40ug,1,MarionettePB7|125uM|1,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,F12 of 3 on Temperature Module GEN2 on 3,2023-06-04
G12,y,Marionette,PB7,EZRDM,125uM,40ug,2,MarionettePB7|125uM|2,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,G12 of 3 on Temperature Module GEN2 on 3,2023-06-04
H12,y,Marionette,PB7,EZRDM,150um,40ug,0,MarionettePB7|150um|0,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,H12 of 3 on Temperature Module GEN2 on 3,2023-06-04
I12,y,Marionette,PB7,EZRDM,150um,40ug,1,MarionettePB7|150um|1,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,I12 of 3 on Temperature Module GEN2 on 3,2023-06-04
J12,y,Marionette,PB7,EZRDM,150um,40ug,2,MarionettePB7|150um|2,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,A3 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,J12 of 3 on Temperature Module GEN2 on 3,2023-06-04
K12,y,TOP10,PB1,EZRDM,0uM,40ug,0,TOP10PB1|0uM|0,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,K12 of 3 on Temperature Module GEN2 on 3,2023-06-04
L12,y,TOP10,PB1,EZRDM,0uM,40ug,1,TOP10PB1|0uM|1,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,L12 of 3 on Temperature Module GEN2 on 3,2023-06-04
M12,y,TOP10,PB1,EZRDM,0uM,40ug,2,TOP10PB1|0uM|2,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,M12 of 3 on Temperature Module GEN2 on 3,2023-06-04
N12,y,TOP10,PB1,EZRDM,10uM,40ug,0,TOP10PB1|10uM|0,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,N12 of 3 on Temperature Module GEN2 on 3,2023-06-04
O12,y,TOP10,PB1,EZRDM,10uM,40ug,1,TOP10PB1|10uM|1,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,O12 of 3 on Temperature Module GEN2 on 3,2023-06-04
P12,y,TOP10,PB1,EZRDM,10uM,40ug,2,TOP10PB1|10uM|2,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,P12 of 3 on Temperature Module GEN2 on 3,2023-06-04
A13,y,TOP10,PB1,EZRDM,25uM,40ug,0,TOP10PB1|25uM|0,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,A13 of 3 on Temperature Module GEN2 on 3,2023-06-04
B13,y,TOP10,PB1,EZRDM,25uM,40ug,1,TOP10PB1|25uM|1,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,B13 of 3 on Temperature Module GEN2 on 3,2023-06-04
C13,y,TOP10,PB1,EZRDM,25uM,40ug,2,TOP10PB1|25uM|2,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,C13 of 3 on Temperature Module GEN2 on 3,2023-06-04
D13,y,TOP10,PB1,EZRDM,50uM,40ug,0,TOP10PB1|50uM|0,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,D13 of 3 on Temperature Module GEN2 on 3,2023-06-04
E13,y,TOP10,PB1,EZRDM,50uM,40ug,1,TOP10PB1|50uM|1,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,E13 of 3 on Temperature Module GEN2 on 3,2023-06-04
F13,y,TOP10,PB1,EZRDM,50uM,40ug,2,TOP10PB1|50uM|2,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,F13 of 3 on Temperature Module GEN2 on 3,2023-06-04
G13,y,TOP10,PB1,EZRDM,75uM,40ug,0,TOP10PB1|75uM|0,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,G13 of 3 on Temperature Module GEN2 on 3,2023-06-04
H13,y,TOP10,PB1,EZRDM,75uM,40ug,1,TOP10PB1|75uM|1,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,H13 of 3 on Temperature Module GEN2 on 3,2023-06-04
I13,y,TOP10,PB1,EZRDM,75uM,40ug,2,TOP10PB1|75uM|2,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,I13 of 3 on Temperature Module GEN2 on 3,2023-06-04
J13,y,TOP10,PB1,EZRDM,100uM,40ug,0,TOP10PB1|100uM|0,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,J13 of 3 on Temperature Module GEN2 on 3,2023-06-04
K13,y,TOP10,PB1,EZRDM,100uM,40ug,1,TOP10PB1|100uM|1,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,K13 of 3 on Temperature Module GEN2 on 3,2023-06-04
L13,y,TOP10,PB1,EZRDM,100uM,40ug,2,TOP10PB1|100uM|2,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,L13 of 3 on Temperature Module GEN2 on 3,2023-06-04
M13,y,TOP10,PB1,EZRDM,125uM,40ug,0,TOP10PB1|125uM|0,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,M13 of 3 on Temperature Module GEN2 on 3,2023-06-04
N13,y,TOP10,PB1,EZRDM,125uM,40ug,1,TOP10PB1|125uM|1,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,N13 of 3 on Temperature Module GEN2 on 3,2023-06-04
O13,y,TOP10,PB1,EZRDM,125uM,40ug,2,TOP10PB1|125uM|2,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,O13 of 3 on Temperature Module GEN2 on 3,2023-06-04
P13,y,TOP10,PB1,EZRDM,150um,40ug,0,TOP10PB1|150um|0,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,P13 of 3 on Temperature Module GEN2 on 3,2023-06-04
A14,y,TOP10,PB1,EZRDM,150um,40ug,1,TOP10PB1|150um|1,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,A14 of 3 on Temperature Module GEN2 on 3,2023-06-04
B14,y,TOP10,PB1,EZRDM,150um,40ug,2,TOP10PB1|150um|2,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,C1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,B14 of 3 on Temperature Module GEN2 on 3,2023-06-04
C14,y,TOP10,PB2,EZRDM,0uM,40ug,0,TOP10PB2|0uM|0,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,C14 of 3 on Temperature Module GEN2 on 3,2023-06-04
D14,y,TOP10,PB2,EZRDM,0uM,40ug,1,TOP10PB2|0uM|1,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,D14 of 3 on Temperature Module GEN2 on 3,2023-06-04
E14,y,TOP10,PB2,EZRDM,0uM,40ug,2,TOP10PB2|0uM|2,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,E14 of 3 on Temperature Module GEN2 on 3,2023-06-04
F14,y,TOP10,PB2,EZRDM,10uM,40ug,0,TOP10PB2|10uM|0,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,F14 of 3 on Temperature Module GEN2 on 3,2023-06-04
G14,y,TOP10,PB2,EZRDM,10uM,40ug,1,TOP10PB2|10uM|1,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,G14 of 3 on Temperature Module GEN2 on 3,2023-06-04
H14,y,TOP10,PB2,EZRDM,10uM,40ug,2,TOP10PB2|10uM|2,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,H14 of 3 on Temperature Module GEN2 on 3,2023-06-04
I14,y,TOP10,PB2,EZRDM,25uM,40ug,0,TOP10PB2|25uM|0,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,I14 of 3 on Temperature Module GEN2 on 3,2023-06-04
J14,y,TOP10,PB2,EZRDM,25uM,40ug,1,TOP10PB2|25uM|1,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,J14 of 3 on Temperature Module GEN2 on 3,2023-06-04
K14,y,TOP10,PB2,EZRDM,25uM,40ug,2,TOP10PB2|25uM|2,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,K14 of 3 on Temperature Module GEN2 on 3,2023-06-04
L14,y,TOP10,PB2,EZRDM,50uM,40ug,0,TOP10PB2|50uM|0,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,L14 of 3 on Temperature Module GEN2 on 3,2023-06-04
M14,y,TOP10,PB2,EZRDM,50uM,40ug,1,TOP10PB2|50uM|1,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,M14 of 3 on Temperature Module GEN2 on 3,2023-06-04
N14,y,TOP10,PB2,EZRDM,50uM,40ug,2,TOP10PB2|50uM|2,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,N14 of 3 on Temperature Module GEN2 on 3,2023-06-04
O14,y,TOP10,PB2,EZRDM,75uM,40ug,0,TOP10PB2|75uM|0,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,O14 of 3 on Temperature Module GEN2 on 3,2023-06-04
P14,y,TOP10,PB2,EZRDM,75uM,40ug,1,TOP10PB2|75uM|1,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,P14 of 3 on Temperature Module GEN2 on 3,2023-06-04
A15,y,TOP10,PB2,EZRDM,75uM,40ug,2,TOP10PB2|75uM|2,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,A15 of 3 on Temperature Module GEN2 on 3,2023-06-04
B15,y,TOP10,PB2,EZRDM,100uM,40ug,0,TOP10PB2|100uM|0,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,B15 of 3 on Temperature Module GEN2 on 3,2023-06-04
C15,y,TOP10,PB2,EZRDM,100uM,40ug,1,TOP10PB2|100uM|1,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,C15 of 3 on Temperature Module GEN2 on 3,2023-06-04
D15,y,TOP10,PB2,EZRDM,100uM,40ug,2,TOP10PB2|100uM|2,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,D15 of 3 on Temperature Module GEN2 on 3,2023-06-04
E15,y,TOP10,PB2,EZRDM,125uM,40ug,0,TOP10PB2|125uM|0,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,E15 of 3 on Temperature Module GEN2 on 3,2023-06-04
F15,y,TOP10,PB2,EZRDM,125uM,40ug,1,TOP10PB2|125uM|1,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,F15 of 3 on Temperature Module GEN2 on 3,2023-06-04
G15,y,TOP10,PB2,EZRDM,125uM,40ug,2,TOP10PB2|125uM|2,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,G15 of 3 on Temperature Module GEN2 on 3,2023-06-04
H15,y,TOP10,PB2,EZRDM,150um,40ug,0,TOP10PB2|150um|0,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,H15 of 3 on Temperature Module GEN2 on 3,2023-06-04
I15,y,TOP10,PB2,EZRDM,150um,40ug,1,TOP10PB2|150um|1,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,I15 of 3 on Temperature Module GEN2 on 3,2023-06-04
J15,y,TOP10,PB2,EZRDM,150um,40ug,2,TOP10PB2|150um|2,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,D1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,J15 of 3 on Temperature Module GEN2 on 3,2023-06-04
K15,y,TOP10,PB3,EZRDM,0uM,40ug,0,TOP10PB3|0uM|0,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,K15 of 3 on Temperature Module GEN2 on 3,2023-06-04
L15,y,TOP10,PB3,EZRDM,0uM,40ug,1,TOP10PB3|0uM|1,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,L15 of 3 on Temperature Module GEN2 on 3,2023-06-04
M15,y,TOP10,PB3,EZRDM,0uM,40ug,2,TOP10PB3|0uM|2,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,M15 of 3 on Temperature Module GEN2 on 3,2023-06-04
N15,y,TOP10,PB3,EZRDM,10uM,40ug,0,TOP10PB3|10uM|0,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,N15 of 3 on Temperature Module GEN2 on 3,2023-06-04
O15,y,TOP10,PB3,EZRDM,10uM,40ug,1,TOP10PB3|10uM|1,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,O15 of 3 on Temperature Module GEN2 on 3,2023-06-04
P15,y,TOP10,PB3,EZRDM,10uM,40ug,2,TOP10PB3|10uM|2,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,P15 of 3 on Temperature Module GEN2 on 3,2023-06-04
A16,y,TOP10,PB3,EZRDM,25uM,40ug,0,TOP10PB3|25uM|0,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,A16 of 3 on Temperature Module GEN2 on 3,2023-06-04
B16,y,TOP10,PB3,EZRDM,25uM,40ug,1,TOP10PB3|25uM|1,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,B16 of 3 on Temperature Module GEN2 on 3,2023-06-04
C16,y,TOP10,PB3,EZRDM,25uM,40ug,2,TOP10PB3|25uM|2,B3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,C16 of 3 on Temperature Module GEN2 on 3,2023-06-04
D16,y,TOP10,PB3,EZRDM,50uM,40ug,0,TOP10PB3|50uM|0,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,D16 of 3 on Temperature Module GEN2 on 3,2023-06-04
E16,y,TOP10,PB3,EZRDM,50uM,40ug,1,TOP10PB3|50uM|1,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,E16 of 3 on Temperature Module GEN2 on 3,2023-06-04
F16,y,TOP10,PB3,EZRDM,50uM,40ug,2,TOP10PB3|50uM|2,C3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,F16 of 3 on Temperature Module GEN2 on 3,2023-06-04
G16,y,TOP10,PB3,EZRDM,75uM,40ug,0,TOP10PB3|75uM|0,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,G16 of 3 on Temperature Module GEN2 on 3,2023-06-04
H16,y,TOP10,PB3,EZRDM,75uM,40ug,1,TOP10PB3|75uM|1,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,H16 of 3 on Temperature Module GEN2 on 3,2023-06-04
I16,y,TOP10,PB3,EZRDM,75uM,40ug,2,TOP10PB3|75uM|2,A4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,I16 of 3 on Temperature Module GEN2 on 3,2023-06-04
J16,y,TOP10,PB3,EZRDM,100uM,40ug,0,TOP10PB3|100uM|0,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,J16 of 3 on Temperature Module GEN2 on 3,2023-06-04
K16,y,TOP10,PB3,EZRDM,100uM,40ug,1,TOP10PB3|100uM|1,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,K16 of 3 on Temperature Module GEN2 on 3,2023-06-04
L16,y,TOP10,PB3,EZRDM,100uM,40ug,2,TOP10PB3|100uM|2,B4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,L16 of 3 on Temperature Module GEN2 on 3,2023-06-04
M16,y,TOP10,PB3,EZRDM,125uM,40ug,0,TOP10PB3|125uM|0,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,M16 of 3 on Temperature Module GEN2 on 3,2023-06-04
N16,y,TOP10,PB3,EZRDM,125uM,40ug,1,TOP10PB3|125uM|1,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,N16 of 3 on Temperature Module GEN2 on 3,2023-06-04
O16,y,TOP10,PB3,EZRDM,125uM,40ug,2,TOP10PB3|125uM|2,C4 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,O16 of 3 on Temperature Module GEN2 on 3,2023-06-04
P16,y,TOP10,PB3,EZRDM,150um,40ug,0,TOP10PB3|150um|0,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,P16 of 3 on Temperature Module GEN2 on 3,2023-06-04
A17,y,TOP10,PB3,EZRDM,150um,40ug,1,TOP10PB3|150um|1,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,A17 of 3 on Temperature Module GEN2 on 3,2023-06-04
B17,y,TOP10,PB3,EZRDM,150um,40ug,2,TOP10PB3|150um|2,C1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,E1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,B17 of 3 on Temperature Module GEN2 on 3,2023-06-04
C17,y,TOP10,PB4,EZRDM,0uM,40ug,0,TOP10PB4|0uM|0,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,C17 of 3 on Temperature Module GEN2 on 3,2023-06-04
D17,y,TOP10,PB4,EZRDM,0uM,40ug,1,TOP10PB4|0uM|1,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,D17 of 3 on Temperature Module GEN2 on 3,2023-06-04
E17,y,TOP10,PB4,EZRDM,0uM,40ug,2,TOP10PB4|0uM|2,A1 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,E17 of 3 on Temperature Module GEN2 on 3,2023-06-04
F17,y,TOP10,PB4,EZRDM,10uM,40ug,0,TOP10PB4|10uM|0,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,F17 of 3 on Temperature Module GEN2 on 3,2023-06-04
G17,y,TOP10,PB4,EZRDM,10uM,40ug,1,TOP10PB4|10uM|1,A3 of Opentrons 15 Tube Rack with Falcon 15 mL Conical on 4,F1 of Opentrons 96 Well Aluminum Block with Generic PCR Strip 200 µL on 2,G17 of 3 on Temperature Module GEN2 on 3,2023-06-04
